TransactionID,CustomerName,City,TransactionDate,Amount,Merchant,Category,IsFraud
113,Watika Dhaliwal,Kulti,2024-05-29 06:08:45,23302.91,Paytm Mall,Transport,0
114,Varenya Kar,Gandhinagar,2024-07-28 05:44:45,39707.4,Big Bazaar,Electronics,0
115,Samesh Gupta,Jamnagar,2024-04-12 19:02:39,33226.31,Snapdeal,Food & Dining,0
116,Darika Rao,Varanasi,2024-09-04 09:15:05,47604.78,Reliance Digital,Entertainment,0
117,Lila Virk,Jamshedpur,2024-05-31 19:49:32,10036.58,Amazon India,Groceries,0
118,Gagan Rama,Gorakhpur,2025-02-21 04:33:58,23809.3,Flipkart,Travel,0
119,Urvashi Barad,Fatehpur,2024-07-31 05:28:37,31525.29,Reliance Digital,Health & Wellness,0
120,Gaurav Guha,Bhavnagar,2024-12-12 12:09:21,12274.82,Amazon India,Electronics,0
121,Azaan Khurana,Mysore,2024-08-05 15:01:23,11020.17,Tata Cliq,Travel,0
122,Oscar Anand,Barasat,2024-09-04 14:09:33,12534.99,Flipkart,Travel,0
123,Aradhana Lal,Mehsana,2024-06-19 20:15:49,23285.7,Tata Cliq,Utilities,0
124,Pratyush Memon,Bidar,2024-06-29 01:16:17,47506.98,Paytm Mall,Recharge & Bills,0
125,Lakshmi Wagle,Bokaro,2024-09-14 20:02:25,44611.81,Swiggy,Utilities,0
126,Pushti Raval,Surat,2024-04-23 17:24:14,8041.98,Paytm Mall,Travel,0
127,Zinal Viswanathan,Mira-Bhayandar,2024-06-25 09:57:52,12437.26,Myntra,Utilities,0
128,Anmol Bava,Barasat,2024-11-16 13:15:35,12038.37,Paytm Mall,Electronics,0
129,Ryan Lall,Noida,2024-09-13 18:31:02,11801.23,Zomato,Food & Dining,0
130,Chandresh Chaudhry,Ozhukarai,2024-06-15 01:04:36,4120.83,Big Bazaar,Transport,0
131,Ojas Chowdhury,Secunderabad,2025-01-09 02:51:10,7724.98,Reliance Digital,Electronics,0
132,Zilmil Virk,Hyderabad,2024-05-30 10:56:37,16610.98,Paytm Mall,Health & Wellness,0
133,Neha Keer,Kota,2024-11-09 07:24:18,41661.27,Swiggy,Recharge & Bills,0
134,Udant Sha,Raichur,2024-07-23 13:51:01,1074.64,Snapdeal,Health & Wellness,0
135,Tanveer Shankar,Panchkula,2024-04-20 08:41:07,47142.81,Myntra,Health & Wellness,0
136,Yamini Rajagopalan,Motihari,2024-10-25 21:04:51,47676.17,Swiggy,Utilities,0
137,Omisha Walla,Nanded,2024-10-08 20:05:04,27352.0,Snapdeal,Transport,0
138,Yasti Mani,Kamarhati,2024-08-02 11:56:22,13719.47,Paytm Mall,Groceries,0
139,Arya Lalla,Tadepalligudem,2024-03-20 05:59:29,33476.79,Swiggy,Clothing,0
140,George Palla,Raipur,2024-10-01 09:07:37,45985.13,Snapdeal,Utilities,1
141,Yoshita Trivedi,Amritsar,2025-02-21 09:31:10,19761.61,Snapdeal,Groceries,0
142,Zayan Bobal,Deoghar,2024-03-25 13:04:05,21487.78,Paytm Mall,Clothing,0
143,Azaan Som,Amravati,2024-07-30 14:17:06,19017.28,Reliance Digital,Travel,0
144,Timothy Krishnan,Navi Mumbai,2024-05-05 23:27:23,38085.36,Swiggy,Entertainment,0
145,Michael Patla,Nangloi Jat,2024-07-09 23:39:37,41613.02,Myntra,Electronics,0
146,Faqid Bahl,Jalgaon,2024-12-14 08:23:03,37476.31,Amazon India,Food & Dining,0
147,Yoshita Dey,Rajkot,2025-01-27 19:00:59,3524.06,Amazon India,Groceries,0
148,Adya Ghosh,Hapur,2024-11-05 12:31:31,10048.1,Amazon India,Recharge & Bills,0
149,Jagat Karpe,Varanasi,2024-05-04 13:55:47,6398.43,Flipkart,Recharge & Bills,0
150,Bhanumati Chada,Sasaram,2024-10-23 05:40:12,23305.2,Myntra,Food & Dining,0
151,Mason Char,Chinsurah,2025-02-01 07:13:41,30401.65,Flipkart,Clothing,0
152,Fiyaz Mander,Gandhinagar,2024-09-05 18:31:54,5494.13,Amazon India,Entertainment,0
153,Samar Sachdev,Sikar,2024-06-19 11:39:48,45410.5,Swiggy,Health & Wellness,0
154,Gavin Dhillon,Rewa,2024-11-06 10:03:09,9996.66,Snapdeal,Transport,0
155,Omkaar Banik,Kadapa,2024-11-30 17:16:35,38646.8,Snapdeal,Electronics,0
156,Advika Gill,Mango,2024-10-13 17:46:19,28340.03,Amazon India,Food & Dining,0
157,Diya Sachar,Fatehpur,2024-11-22 08:32:21,33109.91,Flipkart,Utilities,0
158,Ishani Dugal,Kumbakonam,2025-01-22 17:27:44,731.34,Swiggy,Travel,0
159,Meera Ghosh,Mirzapur,2024-09-15 14:39:41,48043.3,Paytm Mall,Clothing,0
160,Janya Rattan,Eluru,2024-12-01 14:22:05,36716.39,Myntra,Recharge & Bills,0
161,Mitali Chaudhary,Karaikudi,2024-10-08 18:45:47,26954.83,Paytm Mall,Travel,0
162,Sanya Brar,Vijayawada,2024-11-20 21:51:54,36578.21,Myntra,Food & Dining,0
163,Qarin Bajaj,Indore,2024-08-12 05:54:38,41553.48,Flipkart,Entertainment,0
164,Ayush Banerjee,Gudivada,2024-04-24 10:50:39,12268.79,Paytm Mall,Recharge & Bills,0
165,Chavvi Anne,Chinsurah,2024-06-13 08:49:48,19011.57,Amazon India,Travel,0
166,Fariq Sami,Bhavnagar,2024-05-29 03:19:24,9173.81,Reliance Digital,Food & Dining,0
167,Baghyawati Luthra,Panchkula,2024-05-15 16:19:01,17082.91,Snapdeal,Entertainment,0
168,Advik Dara,Pali,2025-01-15 20:34:54,25879.7,Reliance Digital,Electronics,0
169,Ekta Aurora,Serampore,2024-06-04 02:36:50,20380.76,Tata Cliq,Transport,0
170,Idika Sarna,Hosur,2024-06-02 19:56:16,32330.55,Paytm Mall,Travel,0
171,Adya Peri,Siwan,2024-08-25 23:49:02,4743.36,Reliance Digital,Health & Wellness,0
172,Pranav Balay,Dhanbad,2024-03-21 11:17:12,15379.68,Snapdeal,Food & Dining,0
173,Banjeet Bobal,Jehanabad,2025-01-18 08:09:42,26593.0,Swiggy,Utilities,0
174,Saanvi Pandey,Gandhinagar,2024-07-13 13:06:03,35172.46,Myntra,Entertainment,0
175,Divya Bains,Bhatpara,2024-05-29 15:23:13,6120.73,Reliance Digital,Food & Dining,0
176,Oscar Sura,Raebareli,2025-01-06 09:39:20,26839.61,Big Bazaar,Transport,0
177,Michael Bedi,Mira-Bhayandar,2024-09-15 13:58:31,24261.51,Snapdeal,Utilities,0
178,Vinaya Rana,Ramgarh,2024-10-07 16:16:16,49027.48,Reliance Digital,Entertainment,0
179,Madhav Sastry,Kanpur,2025-01-17 12:58:17,9054.13,Amazon India,Utilities,0
180,Andrew Puri,Bangalore,2024-09-08 01:23:05,2371.23,Amazon India,Utilities,0
181,Quincy Issac,Surat,2024-09-26 21:45:26,47210.07,Paytm Mall,Electronics,0
182,Laksh Chahal,Sultan Pur Majra,2024-07-15 04:55:51,28745.8,Paytm Mall,Travel,0
183,Qarin Nadkarni,Udaipur,2024-03-30 19:19:32,9299.75,Amazon India,Entertainment,0
184,Kashvi Gour,Korba,2024-04-25 13:01:51,23938.69,Flipkart,Health & Wellness,0
185,Meera Yadav,Proddatur,2024-12-09 04:00:43,28893.36,Amazon India,Clothing,0
186,Ubika Seth,Mangalore,2024-11-27 10:04:50,28185.7,Myntra,Electronics,0
187,Yasti Dutta,Gurgaon,2024-12-04 03:34:20,6010.73,Swiggy,Recharge & Bills,0
188,Wakeeta Khanna,Udupi,2024-10-01 13:03:03,30959.08,Tata Cliq,Health & Wellness,0
189,Pranav Edwin,Dewas,2024-04-15 18:09:34,22191.78,Snapdeal,Health & Wellness,0
190,Shaurya Bhardwaj,Bikaner,2024-09-24 05:18:36,31089.26,Snapdeal,Electronics,0
191,Odika Bath,Chennai,2025-01-08 23:43:58,10468.62,Reliance Digital,Entertainment,0
192,Triveni Yadav,Gangtok,2024-09-07 11:06:59,7937.15,Big Bazaar,Utilities,0
193,Divya Balay,Gorakhpur,2024-04-18 20:19:26,233.52,Paytm Mall,Recharge & Bills,0
194,Luke Chaudhari,Thoothukudi,2024-12-30 15:44:47,1728.73,Myntra,Entertainment,0
195,Jacob Mahajan,Jamalpur,2024-07-06 09:56:40,22756.16,Reliance Digital,Entertainment,0
196,Chandresh Cherian,Thoothukudi,2024-03-15 17:29:04,31290.39,Reliance Digital,Health & Wellness,0
197,Januja Ramanathan,Tirunelveli,2024-04-29 06:50:10,11317.99,Big Bazaar,Entertainment,0
198,William Kohli,Tinsukia,2024-08-07 03:08:00,3663.35,Big Bazaar,Entertainment,0
199,Ikbal Raghavan,Pali,2024-08-09 01:31:28,41229.59,Myntra,Travel,0
200,Chaitaly Bhatia,Ratlam,2025-01-27 15:48:00,34465.03,Swiggy,Entertainment,0
201,Krish Apte,Bokaro,2024-06-24 11:59:47,24740.38,Flipkart,Recharge & Bills,1
202,Nirja Peri,Kirari Suleman Nagar,2024-12-06 00:47:08,21658.23,Zomato,Recharge & Bills,0
203,Yauvani Singh,Ghaziabad,2024-09-02 13:25:37,4657.21,Snapdeal,Recharge & Bills,0
204,Avni Maharaj,Shivpuri,2024-06-10 08:32:18,49978.66,Myntra,Recharge & Bills,1
205,Chatura Lalla,Bhalswa Jahangir Pur,2024-10-14 20:20:32,37837.81,Paytm Mall,Utilities,0
206,Gautami Madan,Satara,2024-10-27 13:23:27,45812.03,Big Bazaar,Recharge & Bills,0
207,Dakshesh Kalla,Durg,2024-03-13 16:09:26,40730.82,Flipkart,Travel,0
208,Pranav Sastry,Srikakulam,2024-06-12 18:12:40,16732.09,Flipkart,Clothing,0
209,Amaira Doshi,Delhi,2024-11-17 13:49:42,34714.32,Myntra,Health & Wellness,0
210,Bimala Jain,Jhansi,2025-01-25 03:38:01,27549.82,Paytm Mall,Electronics,0
211,Daksh Nazareth,Vadodara,2024-03-18 20:30:57,16231.36,Swiggy,Utilities,0
212,Hitesh Comar,Pondicherry,2024-05-09 18:11:36,157.44,Tata Cliq,Travel,0
213,Kiaan Chaudhry,Erode,2024-06-07 02:11:07,9460.37,Zomato,Recharge & Bills,0
214,Charvi Pall,Madhyamgram,2024-10-28 03:58:14,31307.9,Amazon India,Transport,0
215,Gaurika Setty,Raiganj,2024-08-20 06:41:11,6637.56,Myntra,Travel,0
216,Chatura Sarin,Panihati,2024-09-03 09:12:01,24287.12,Amazon India,Recharge & Bills,0
217,Onkar Karpe,Shahjahanpur,2024-10-24 21:32:53,35518.16,Myntra,Utilities,1
218,Varenya Chaudhari,Mysore,2024-09-26 17:39:58,20458.74,Reliance Digital,Electronics,0
219,Ekavir Rajan,Udupi,2024-12-02 20:05:44,5961.56,Big Bazaar,Travel,0
220,Samarth Devi,Bally,2024-12-03 05:09:06,14663.89,Myntra,Health & Wellness,0
221,Raghav Shankar,Saharanpur,2024-07-25 10:37:15,49014.21,Reliance Digital,Travel,0
222,Zinal Nayak,Farrukhabad,2024-03-13 00:38:57,19240.94,Snapdeal,Utilities,0
223,Parth Dube,Kishanganj,2024-06-23 05:56:38,6911.77,Flipkart,Entertainment,0
224,Nachiket Agrawal,Gorakhpur,2024-08-29 08:30:07,42735.18,Zomato,Utilities,0
225,Tristan Mall,Karimnagar,2024-10-26 15:37:59,228.01,Myntra,Recharge & Bills,0
226,Ojasvi Savant,Loni,2024-12-12 03:20:16,33031.04,Big Bazaar,Travel,0
227,Bimala Swaminathan,Dewas,2024-05-15 16:57:30,17321.68,Tata Cliq,Utilities,0
228,Aarna Soni,Surendranagar Dudhrej,2024-09-07 01:42:22,46649.33,Reliance Digital,Transport,0
229,Girindra Ganesh,Durgapur,2024-12-27 03:00:51,11754.77,Swiggy,Groceries,0
230,Omisha Sharma,Malegaon,2025-01-27 01:11:40,23701.51,Swiggy,Health & Wellness,0
231,Raagini Basak,Hyderabad,2024-03-11 18:32:29,39640.44,Big Bazaar,Travel,0
232,Yashasvi Bir,Dibrugarh,2024-05-05 19:45:21,6399.69,Snapdeal,Food & Dining,0
233,Jatin Shukla,Kharagpur,2024-12-25 04:06:12,43722.1,Paytm Mall,Electronics,0
234,Henry Randhawa,Davanagere,2024-03-09 10:25:32,22900.71,Big Bazaar,Health & Wellness,0
235,Vedhika Vaidya,Meerut,2024-11-18 09:07:59,48500.84,Flipkart,Travel,0
236,Saksham Memon,Kochi,2025-01-06 08:02:43,13324.64,Snapdeal,Health & Wellness,0
237,Vinaya Choudhary,Firozabad,2024-07-03 19:35:17,42603.09,Tata Cliq,Health & Wellness,0
238,Lajita Chatterjee,Amritsar,2024-03-14 21:58:39,31377.28,Paytm Mall,Utilities,1
239,Anthony Nadig,Rourkela,2024-11-29 18:03:22,3514.2,Myntra,Transport,0
240,Girish Nayar,Bhiwani,2024-11-02 00:41:19,21755.18,Flipkart,Electronics,0
241,Amrita Walia,Raebareli,2024-05-26 04:07:01,34730.66,Amazon India,Groceries,0
242,Yatan Mukherjee,Alwar,2024-05-18 00:02:23,2900.35,Zomato,Food & Dining,0
243,Xiti Dara,Noida,2024-06-04 03:18:57,12285.45,Swiggy,Recharge & Bills,0
244,Edhitha Sampath,Mathura,2024-12-01 04:09:46,9084.84,Big Bazaar,Electronics,0
245,Chameli Kade,Salem,2025-03-03 02:24:37,19188.96,Reliance Digital,Travel,0
246,Ryan Mody,Morena,2024-03-05 15:55:17,7241.57,Paytm Mall,Entertainment,0
247,Veer Chakraborty,Arrah,2024-03-12 12:30:49,33375.35,Paytm Mall,Entertainment,0
248,Raagini Jhaveri,Tadipatri,2024-07-30 20:26:10,7982.98,Paytm Mall,Food & Dining,0
249,Girish Bhargava,Barasat,2024-06-11 23:26:55,15027.8,Swiggy,Entertainment,0
250,Lucky Lad,Hazaribagh,2024-07-05 16:51:55,15175.87,Swiggy,Travel,0
251,Nihal Sibal,Amravati,2024-09-03 02:16:39,19130.08,Zomato,Recharge & Bills,0
252,Faraj Koshy,Bhopal,2024-05-13 14:16:36,34994.03,Amazon India,Health & Wellness,0
253,Barkha Naidu,Jaipur,2025-02-02 17:35:42,28339.86,Amazon India,Recharge & Bills,0
254,Yauvani Iyengar,Raebareli,2025-01-21 14:32:52,41658.66,Myntra,Transport,0
255,Charita Dixit,Sasaram,2024-04-04 05:17:35,17680.82,Reliance Digital,Recharge & Bills,0
256,Maya Bath,Udaipur,2025-01-03 18:57:16,37803.31,Big Bazaar,Electronics,0
257,Chavvi Patel,Bhagalpur,2025-02-04 20:52:27,32352.4,Myntra,Travel,1
258,Sai Sundaram,Kota,2025-02-17 22:22:25,18306.58,Big Bazaar,Electronics,0
259,Anirudh Sami,Junagadh,2024-06-02 12:46:17,16403.28,Swiggy,Clothing,0
260,Madhavi Saha,Sangli-Miraj & Kupwad,2025-02-10 11:01:32,39346.99,Zomato,Utilities,0
261,Devansh Nazareth,Proddatur,2025-01-20 00:17:38,13699.11,Big Bazaar,Entertainment,0
262,Oliver Dalal,Bhilai,2024-09-17 11:41:06,47214.97,Myntra,Food & Dining,0
263,Max Wagle,Hyderabad,2024-11-03 22:03:46,23469.74,Flipkart,Clothing,0
264,Daksha Murthy,Hapur,2024-08-14 07:27:42,11358.17,Swiggy,Utilities,0
265,Harini Dutta,Rampur,2024-10-04 18:16:11,39555.03,Amazon India,Entertainment,0
266,Chandani Mane,Malda,2024-06-03 06:46:48,22793.82,Myntra,Recharge & Bills,0
267,Aishani Tara,Anand,2024-08-07 21:11:22,31963.61,Zomato,Electronics,0
268,Michael Dalal,Farrukhabad,2024-06-24 22:25:58,23626.7,Snapdeal,Utilities,0
269,Krishna Soman,Munger,2024-08-27 03:41:17,30543.1,Flipkart,Travel,0
270,Chatresh Vig,Guwahati,2024-04-06 12:55:39,15179.29,Swiggy,Electronics,0
271,Hardik Ganguly,Bokaro,2024-04-08 19:40:06,47318.45,Myntra,Travel,0
272,Waida Trivedi,Vellore,2024-12-21 13:38:51,11816.52,Tata Cliq,Clothing,0
273,Kashvi Zachariah,Mumbai,2024-05-22 11:36:31,18613.47,Tata Cliq,Health & Wellness,0
274,Gaurav Rana,Bidhannagar,2024-03-31 15:05:47,36357.3,Swiggy,Electronics,0
275,Odika Suresh,Munger,2024-11-20 17:19:52,30821.05,Myntra,Groceries,0
276,Timothy Kaur,Jehanabad,2024-11-02 06:52:48,10941.76,Paytm Mall,Transport,0
277,Anusha Handa,Vellore,2025-01-30 16:53:41,5057.8,Zomato,Utilities,0
278,Robert Natt,Jalandhar,2024-03-06 11:20:27,32276.86,Amazon India,Health & Wellness,0
279,Elijah Sarna,Mango,2025-01-06 20:54:18,48413.52,Paytm Mall,Electronics,0
280,Sudiksha Rajagopalan,Moradabad,2024-06-03 00:00:51,32121.05,Snapdeal,Groceries,0
